1,작별인사  ,김영하 (지은이) , 복복서가 , 2022년 5월,"14,000원 → 12,600원 (10%할인)"
127,진짜 쓰는 실무 엑셀 ㅣ 진짜 쓰는 시리즈  ,오빠두(전진권) (지은이) , 제이펍 , 2022년 2월,"21,000원 → 18,900원 (10%할인)"
128,데일 카네기 자기관리론 ,"데일 카네기 (지은이), 임상훈 (옮긴이) ", 현대지성 , 2021년 1월,"11,500원 → 10,350원 (10%할인)"
129,본격 한중일 세계사 13 ㅣ 본격 한중일 세계사 13 ,굽시니스트 (지은이) , 위즈덤하우스 , 2022년 4월,"14,800원 → 13,320원 (10%할인)"
130,"돈, 뜨겁게 사랑하고 차갑게 다루어라 ㅣ 코스톨라니 투자총서 1  ","앙드레 코스톨라니 (지은이), 한윤진 (옮긴이) ", 미래의창 , 2015년 9월,"12,000원 → 10,800원 (10%할인)"
131,"칵테일, 러브, 좀비 ㅣ 안전가옥 쇼-트 2  ",조예은 (지은이) , 안전가옥 , 2020년 4월,"10,000원 → 9,000원 (10%할인)"
132,시맨틱 에러 포토에세이 ,"왓챠, 래몽래인 (지은이) ", blackD(블랙디) , 2022년 3월,"22,000원 → 19,800원 (10%할인)"
133,배우의 방 ㅣ 자기만의 방  ,정시우 (지은이) , 휴머니스트 , 2022년 4월,"18,000원 → 16,200원 (10%할인)"
134,2022 해커스경찰 조현 경찰학 기출문제집 (경찰공무원) ,조현 (지은이) , 해커스패스 , 2022년 5월,"39,000원 → 35,100원 (10%할인)"
135,H마트에서 울다 ,"미셸 자우너 (지은이), 정혜윤 (옮긴이) ", 문학동네 , 2022년 2월,"16,000원 → 14,400원 (10%할인)"
136,전쟁일기 ,"올가 그레벤니크 (지은이), 정소은 (옮긴이) ", 이야기장수 , 2022년 4월,"12,000원 → 10,800원 (10%할인)"
137,영어 콜로케이션 사전 ,Michihisa Tsukamoto (지은이) , 다락원 , 2016년 10월,"22,000원 → 19,800원 (10%할인)"
138,비밀요원 레너드 11 : 보물섬의 비밀을 밝혀라! ㅣ 비밀요원 레너드 11 ,"박설연 (지은이), 김덕영 (그림) ", 아울북 , 2022년 4월,"12,000원 → 10,800원 (10%할인)"
139,이기적 유전자  ,"리처드 도킨스 (지은이), 홍영남, 이상임 (옮긴이) ", 을유문화사 , 2018년 10월,"20,000원 → 18,000원 (10%할인)"
140,우리는 여전히 삶을 사랑하는가  ,"에리히 프롬 (지은이), 라이너 풍크 (엮은이), 장혜경 (옮긴이) ", 김영사 , 2022년 2월,"15,800원 → 14,220원 (10%할인)"
141,룩 백 ,후지모토 타츠키 (지은이) , 학산문화사(만화) , 2022년 3월,"6,000원 → 5,400원 (10%할인)"
142,멘탈을 바꿔야 인생이 바뀐다 ,박세니 (지은이) , 마인드셋 , 2022년 4월,"15,800원 → 14,220원 (10%할인)"
143,2022 신용한 행정학 실전과 가장 유사한 지방직 9급 대비 모의고사 ,"신용한, SK100수험연구소 (지은이) ", 메가스터디교육(공무원) , 2022년 4월,"12,000원 → 10,800원 (10%할인)"
144,여덟 건의 완벽한 살인 ,"피터 스완슨 (지은이), 노진선 (옮긴이) ", 푸른숲 , 2022년 4월,"15,800원 → 14,220원 (10%할인)"
145,이상한 과자 가게 전천당 13 ㅣ 이상한 과자 가게 전천당 13 ,"히로시마 레이코 (지은이), 쟈쟈 (그림), 김정화 (옮긴이) ", 길벗스쿨 , 2022년 1월,"12,000원 → 10,800원 (10%할인)"
146,지리의 힘 ㅣ 지리의 힘 1  ,"팀 마샬 (지은이), 김미선 (옮긴이) ", 사이 , 2016년 8월,"17,000원 → 15,300원 (10%할인)"
147,괴수 8호 6 (일러스트 카드 2종 + 캐릭터 일러스트 카드 포함 특장판) ,"마츠모토 나오야 (지은이), 유유리 (옮긴이) ", 서울미디어코믹스(서울문화사) , 2022년 4월,"5,500원 → 4,950원 (10%할인)"
148,나는 왜 자꾸 미룰까? ㅣ 나는 왜 시리즈 4 ,"비벌리 K. 베이첼 (지은이), 최설희 (옮긴이) ", 뜨인돌 , 2017년 4월,"12,000원 → 10,800원 (10%할인)"
149,세계를 건너 너에게 갈게 ㅣ 문학동네 청소년 39 ,이꽃님 (지은이) , 문학동네 , 2018년 2월,"11,500원 → 10,350원 (10%할인)"
150,흔한남매 과학 탐험대 4 : 물질 ㅣ 흔한남매 과학 탐험대 4 ,"흔한남매 (원작), 이현진, 닥터 스코 (글), 김덕영 (그림), 최진수 (감수), 정현철, 김희목, 권경아, 최진수 (기획) ", 주니어김영사 , 2022년 2월,"14,000원 → 12,600원 (10%할인)"
151,김학렬의 부동산 투자 절대 원칙 ,김학렬(빠숑) (지은이) , 에프엔미디어 , 2022년 4월,"25,000원 → 22,500원 (10%할인)"
152,고민의 답 ,글배우 (지은이) , 강한별 , 2022년 3월,"15,800원 → 14,220원 (10%할인)"
153,흔한남매 불꽃 튀는 우리말 5 ㅣ 흔한남매 불꽃 튀는 우리말 5 ,"한은호 (지은이), 흔한남매 (원작), 유희석 (그림), 흔한컴퍼니 (감수) ", 다산어린이 , 2022년 3월,"13,000원 → 11,700원 (10%할인)"
154,나의 첫 ETF 포트폴리오 ,송민섭(수페TV) (지은이) , 토네이도 , 2022년 5월,"17,000원 → 15,300원 (10%할인)"
155,타이탄의 도구들 (알라딘 단독 리커버) ,"팀 페리스 (지은이), 박선령, 정지현 (옮긴이) ", 토네이도 , 2021년 7월,"15,000원 → 13,500원 (10%할인)"
156,10대를 위한 정의란 무엇인가  ,"마이클 샌델 (원작), 신현주 (글), 조혜진 (그림), 김선욱 (감수) ", 미래엔아이세움 , 2014년 11월,"12,000원 → 10,800원 (10%할인)"
157,김경일의 지혜로운 인간생활 ,김경일 (지은이) , 저녁달 , 2022년 4월,"17,500원 → 15,750원 (10%할인)"
158,체리새우 : 비밀글입니다 ㅣ 문학동네 청소년 42 ,황영미 (지은이) , 문학동네 , 2019년 1월,"11,500원 → 10,350원 (10%할인)"
159,대박 쉽게 숙제하는 법 ㅣ 난 책읽기가 좋아  ,"천효정 (지은이), 김무연 (그림) ", 비룡소 , 2022년 3월,"10,000원 → 9,000원 (10%할인)"
160,행복하냐는 질문에 대답할 수 없다면 ,"알랭 드 보통, 인생학교 (지은이), 신인수 (옮긴이) ", 미래엔아이세움 , 2022년 3월,"13,000원 → 11,700원 (10%할인)"
161,기억의 뇌과학 ,"리사 제노바 (지은이), 윤승희 (옮긴이) ", 웅진지식하우스 , 2022년 4월,"17,000원 → 15,300원 (10%할인)"
162,어떤 선택의 재검토 ,"말콤 글래드웰 (지은이), 이영래 (옮긴이) ", 김영사 , 2022년 4월,"15,800원 → 14,220원 (10%할인)"
163,2023 ACL 윤우혁 경찰 헌법 기출문제집 ㅣ 2023 ACL 윤우혁 경찰 헌법  ,윤우혁 (지은이) , 에이씨엘커뮤니케이션 , 2022년 4월,"43,000원 → 38,700원 (10%할인)"
164,사피엔스 ㅣ 인류 3부작 시리즈   ,"유발 하라리 (지은이), 조현욱 (옮긴이), 이태수 (감수) ", 김영사 , 2015년 11월,"22,000원 → 19,800원 (10%할인)"
165,2022 큰별쌤 최태성의 별★별한국사 기출 500제 한국사능력검정시험 심화 (1.2.3급) ㅣ 큰별쌤 최태성의 별★별한국사 한국사능력검정시험 시리즈  ,최태성 (지은이) , 이투스북 , 2021년 12월,"19,500원 → 17,550원 (10%할인)"
166,아무도 흔들 수 없는 나라 ,"문재인 (지은이), 대통령 비서실 (엮은이) ", 김영사 , 2022년 3월,"20,000원 → 18,000원 (10%할인)"
167,고양이 해결사 깜냥 4 ㅣ 고양이 해결사 깜냥 4 ,"홍민정 (지은이), 김재희 (그림) ", 창비 , 2022년 1월,"11,000원 → 9,900원 (10%할인)"
168,내가 모르는 사이에 ㅣ 웅진책마을 112 ,"김화요 (지은이), 오윤화 (그림) ", 웅진주니어 , 2021년 6월,"10,000원 → 9,000원 (10%할인)"
169,달콩이네 떡집 ㅣ 난 책읽기가 좋아  ,"김리리 (지은이), 김이랑 (그림) ", 비룡소 , 2021년 12월,"11,000원 → 9,900원 (10%할인)"
170,뭐든 해 봐요 ,김동현 (지은이) , 콘택트 , 2022년 4월,"15,000원 → 13,500원 (10%할인)"
171,어떻게 말해줘야 할까 ,"오은영 (지은이), 차상미 (그림) ", 김영사 , 2020년 10월,"17,500원 → 15,750원 (10%할인)"
172,놓아주는 엄마 주도하는 아이 ,"윌리엄 스틱스러드, 네드 존슨 (지은이), 이영래 (옮긴이) ", 쌤앤파커스 , 2022년 3월,"17,500원 → 15,750원 (10%할인)"
173,나는 나를 지켜요 ㅣ 피카습관시리즈  ,"다카하마 마사노부 (지은이), 하야시 유미 (그림), 김보혜 (옮긴이) ", FIKAJUNIOR(피카주니어) , 2022년 4월,"15,000원 → 13,500원 (10%할인)"
174,위기주도학습법 ,임현서 (지은이) , 스튜디오오드리 , 2022년 3월,"14,000원 → 12,600원 (10%할인)"
175,나는 3학년 2반 7번 애벌레 ㅣ 첫 읽기책 8 ,"김원아 (지은이), 이주희 (그림) ", 창비 , 2016년 3월,"9,000원 → 8,100원 (10%할인)"
176,시맨틱 에러 1~2 세트 (시즌 1) - 전2권  ,"엔지 (지은이), 저수리 (원작) ", blackD(블랙디) , 2022년 5월,"54,000원 → 48,600원 (10%할인)"
177,흔한남매 9 ㅣ 흔한남매 9 ,"흔한남매 (지은이), 백난도 (글), 유난희 (그림), 흔한컴퍼니 (감수) ", 미래엔아이세움 , 2021년 12월,"13,500원 → 12,150원 (10%할인)"
178,부동산 절세의 기술 ,"김동우, 최왕규 (지은이), 송희창(송사무장) (감수) ", 지혜로 , 2022년 4월,"19,000원 → 17,100원 (10%할인)"
179,모든 사람에게 사랑받을 필요는 없다 ,이평 (지은이) , 스튜디오오드리 , 2022년 3월,"15,000원 → 13,500원 (10%할인)"
180,파이어 FIRE  ,강환국 (지은이) , 페이지2(page2) , 2022년 4월,"18,000원 → 16,200원 (10%할인)"
181,극주부도 8 (소책자 52p 포함 한정판) ,오노 코스케 (지은이) , 학산문화사(만화) , 2022년 5월,"9,000원 → 8,100원 (10%할인)"
182,마스터의 제자 ,"피터 마운트 샤스타 (지은이), 이상범, 김성희, 배민경 (옮긴이) ", 정신세계사 , 2022년 4월,"30,000원 → 27,000원 (10%할인)"
183,데일 카네기 인간관계론 ,"데일 카네기 (지은이), 임상훈 (옮긴이) ", 현대지성 , 2019년 10월,"11,500원 → 10,350원 (10%할인)"
184,친구의 전설 ㅣ 웅진 모두의 그림책 42  ,이지은 (지은이) , 웅진주니어 , 2021년 6월,"14,000원 → 12,600원 (10%할인)"
185,2022 이동기 영어 실전동형 모의고사 Vol.2 - 전2권 ㅣ 2022 이동기 영어 실전동형 모의고사 2 ,이동기 (지은이) , 에스티유니타스 , 2022년 4월,"17,000원 → 15,300원 (10%할인)"
186,책의 엔딩 크레딧 ,"안도 유스케 (지은이), 이규원 (옮긴이) ", 북스피어 , 2022년 4월,"16,800원 → 15,120원 (10%할인)"
187,"타시로, 너란 녀석은 1 ","야마다 (지은이), 김명은 (옮긴이) ", 서울미디어코믹스(서울문화사) , 2020년 7월,"5,500원 → 4,950원 (10%할인)"
188,2023 ACL 김중근 형사법 문제집 : 형법 OX 편 - 전2권 ㅣ 2023 ACL 김중근 형사법 문제집  ,김중근 (지은이) , 에이씨엘커뮤니케이션 , 2022년 4월,"53,000원 → 47,700원 (10%할인)"
189,2022 해커스 GSAT 삼성직무적성검사 FINAL 봉투모의고사 4회 ,해커스 취업교육연구소 (지은이) , 챔프스터디 , 2022년 2월,"14,900원 → 13,410원 (10%할인)"
190,안기고 싶은 남자 1위에게 협박당하고 있습니다 8 ,사쿠라비 하시고 (지은이) , 현대지능개발사 , 2022년 3월,"5,500원 → 4,950원 (10%할인)"
191,미드나잇 라이브러리 (1주년 스페셜 에디션) ,"매트 헤이그 (지은이), 노진선 (옮긴이) ", 인플루엔셜(주) , 2021년 4월,"15,800원 → 14,220원 (10%할인)"
192,"오늘 밤, 세계에서 이 사랑이 사라진다 해도 ","이치조 미사키 (지은이), 권영주 (옮긴이) ", 모모 , 2021년 6월,"14,000원 → 12,600원 (10%할인)"
193,흔한남매 오해요 ,"흔한남매 (원작), 백난도 (글), 유난희 (그림), 흔한컴퍼니 (감수) ", 미래엔아이세움 , 2022년 3월,"13,500원 → 12,150원 (10%할인)"
194,귀엽다는 말 들은 적 없어!! 2 ,하루후지 나카바 (지은이) , 대원씨아이(만화) , 2022년 4월,"5,000원 → 4,500원 (10%할인)"
195,코스모스 ,"칼 세이건 (지은이), 홍승수 (옮긴이) ", 사이언스북스 , 2006년 12월,"18,500원 → 16,650원 (10%할인)"
196,백년 허리 2 : 치료편 ㅣ 백년 허리 2  ,정선근 (지은이) , 언탱글링 , 2021년 5월,"18,500원 → 16,650원 (10%할인)"
197,레버리지 (양장) ,"롭 무어 (지은이), 김유미 (옮긴이) ", 다산북스 , 2019년 6월,"16,000원 → 14,400원 (10%할인)"
198,Re : 제로부터 시작하는 이세계 생활 28 ,"나가츠키 탓페이 (지은이), 오츠카 신이치로 (그림), 정홍식 (옮긴이) ", 영상출판미디어(주) , 2022년 5월,"7,500원 → 6,750원 (10%할인)"
199,지금의 나로 충분하다 ,이소은 (지은이) , 수오서재 , 2022년 3월,"15,800원 → 14,220원 (10%할인)"
200,2022 해커스경찰 갓대환 형사법 핵심요약집 형법 및 형사소송법 (경찰공무원) ,김대환 (지은이) , 해커스패스 , 2022년 3월,"39,000원 → 35,100원 (10%할인)"
201,면접을 위한 CS 전공지식 노트 ,주홍철 (지은이) , 길벗 , 2022년 4월,"24,000원 → 21,600원 (10%할인)"
202,우리가 빛의 속도로 갈 수 없다면  ,김초엽 (지은이) , 허블 , 2019년 6월,"14,000원 → 12,600원 (10%할인)"
203,위대한 국민의 나라 ,문재인 대통령 비서실 (지은이) , 한즈미디어(한스미디어) , 2022년 4월,"20,000원 → 18,000원 (10%할인)"
204,"괴롭히지 말아요, 나가토로 양 12 ㅣ S코믹스  ","나나시 (지은이), 박소현 (옮긴이) ", ㈜소미미디어 , 2022년 5월,"5,000원 → 4,500원 (10%할인)"
205,2023 ACL 김중근 형사법 문제집 : 수사.증거 OX 편 ㅣ 2023 ACL 김중근 형사법 문제집  ,김중근 (지은이) , 에이씨엘커뮤니케이션 , 2022년 4월,"18,000원 → 16,200원 (10%할인)"
206,2022 해커스 국민건강보험공단 NCS + 법률 봉투모의고사 4+4회 ,해커스 취업교육연구소 (지은이) , 해커스공기업 , 2022년 3월,"13,900원 → 12,510원 (10%할인)"
207,일 잘하는 사람의 시간은 다르게 흘러간다  ,이윤규 (지은이) , 위즈덤하우스 , 2022년 4월,"16,000원 → 14,400원 (10%할인)"
208,꽤 괜찮은 해피엔딩 ,이지선 (지은이) , 문학동네 , 2022년 4월,"14,000원 → 12,600원 (10%할인)"
209,해커스 토익 RC 리딩 READING ㅣ 해커스 토익 기본서  ,David Cho (지은이) , 해커스어학연구소(Hackers) , 2020년 1월,"18,800원 → 16,920원 (10%할인)"
210,보도 섀퍼의 돈  ,"보도 섀퍼 (지은이), 이병서 (옮긴이) ", 에포케 , 2011년 5월,"14,000원 → 12,600원 (10%할인)"
211,잘 살아라 그게 최고의 복수다 ,권민창 (지은이) , 마인드셋 , 2022년 1월,"15,000원 → 13,500원 (10%할인)"
212,우리는 모두 각자의 별에서 빛난다 ,이광형 (지은이) , 인플루엔셜(주) , 2022년 4월,"16,500원 → 14,850원 (10%할인)"
213,누구에게도 상처받을 필요는 없다 ,지민석 (지은이) , 스튜디오오드리 , 2022년 4월,"14,000원 → 12,600원 (10%할인)"
214,교양이 쌓일 만두 하지? ,팀 교양만두 (지은이) , 다산북스 , 2022년 4월,"17,000원 → 15,300원 (10%할인)"
215,나보코프의 러시아 문학 강의  ,"블라디미르 나보코프 (지은이), 이혜승 (옮긴이) ", 을유문화사 , 2022년 4월,"30,000원 → 27,000원 (10%할인)"
216,푸른 사자 와니니 ㅣ 창비아동문고 280 ,"이현 (지은이), 오윤화 (그림) ", 창비 , 2015년 6월,"10,800원 → 9,720원 (10%할인)"
217,고양이 해결사 깜냥 1 ㅣ 고양이 해결사 깜냥 1  ,"홍민정 (지은이), 김재희 (그림) ", 창비 , 2020년 3월,"11,000원 → 9,900원 (10%할인)"
218,2022 선재국어 실전 봉투 모의고사 1 ㅣ 2022 선재국어 실전 봉투 모의고사 1 ,이선재 (지은이) , 에스티유니타스 , 2022년 2월,"13,000원 → 11,700원 (10%할인)"
219,따라 하면 무조건 돈 버는 실전 부동산 경매 ,"유근용, 정민우 (지은이) ", 비즈니스북스 , 2022년 3월,"22,000원 → 19,800원 (10%할인)"
220,현명한 반도체 투자 ,우황제 (지은이) , 이레미디어 , 2022년 4월,"19,500원 → 17,550원 (10%할인)"
221,잊었던 용기 ,휘리 (지은이) , 창비 , 2022년 4월,"14,000원 → 12,600원 (10%할인)"
222,"아티스트 웨이, 마음의 소리를 듣는 시간 ","줄리아 캐머런 (지은이), 이상원 (옮긴이) ", 비즈니스북스 , 2022년 4월,"16,000원 → 14,400원 (10%할인)"
223,2022 김중규 선행정학 ALL PASS 모의고사 지방.서울 9급 ㅣ 2022 김중규 선행정학 ALL PASS 모의고사  ,김중규 (지은이) , 카스파(주) , 2022년 4월,"16,000원 → 14,400원 (10%할인)"
224,도쿄 리벤저스 23 ,와쿠이 켄 (지은이) , 학산문화사(만화) , 2022년 3월,"6,000원 → 5,400원 (10%할인)"
225,나에게 고맙다 ,전승환 (지은이) , 북로망스 , 2022년 2월,"16,000원 → 14,400원 (10%할인)"
226,나는 약속을 지켜요 ㅣ 피카습관시리즈  ,"다카하마 마사노부 (지은이), 하야시 유미 (그림), 김보혜 (옮긴이) ", FIKAJUNIOR(피카주니어) , 2021년 8월,"15,000원 → 13,500원 (10%할인)"
227,낯선 사람에게 말 걸기 ,"폴 오스터 (지은이), 김석희, 민승남, 이종인, 황보석 (옮긴이) ", 열린책들 , 2022년 4월,"17,800원 → 16,020원 (10%할인)"
228,도쿄 에일리언즈 2 (초판 한정 양면 캐릭터 일러스트 카드 + 선착순 한정 아크릴 일러스트 카드 포함 특장판) ,"NAOE (지은이), 박소현 (옮긴이) ", 서울미디어코믹스(서울문화사) , 2022년 4월,"5,000원 → 4,500원 (10%할인)"
229,픽사 스토리텔링 ,"매튜 룬 (지은이), 박여진 (옮긴이) ", 현대지성 , 2022년 1월,"15,000원 → 13,500원 (10%할인)"
230,"사쿠라, 사쿠. 2 ","사키사카 이오 (지은이), 장혜영 (옮긴이) ", 서울미디어코믹스(서울문화사) , 2022년 5월,"6,000원 → 5,400원 (10%할인)"
231,대디북과 마미북 세트 - 전2권 ㅣ 패밀리 힐링북 시리즈  ,"세상에 하나뿐인 우리엄마, 세상에 하나뿐인 우리아빠 (지은이) ", 이노버코리아 , 2014년 9월,"33,000원 → 29,700원 (10%할인)"
232,게으른 뇌에 행동 스위치를 켜라 ,"오히라 노부타카 (지은이), 오정화 (옮긴이) ", 밀리언서재 , 2022년 4월,"15,000원 → 13,500원 (10%할인)"
233,다르게 살기 위해 버렸습니다  ,심지은 (지은이) , 경향BP , 2019년 12월,"3,600원(73%정가인하) → 3,240원 (10%할인)"
234,아몬드 (양장)  ,손원평 (지은이) , 창비 , 2017년 3월,"12,000원 → 10,800원 (10%할인)"
235,보이지 않는 곳에서 애쓰고 있는 너에게 ,최대호 (지은이) , 떠오름 , 2021년 12월,"10,800원 → 9,720원 (10%할인)"
236,"지구는 괜찮아, 우리가 문제지 ",곽재식 (지은이) , 어크로스 , 2022년 2월,"18,800원 → 16,920원 (10%할인)"
237,삼백이의 칠일장 (합본 양장 특별판) ,"천효정 (지은이), 최미란 (그림) ", 문학동네 , 2022년 4월,"17,000원 → 15,300원 (10%할인)"
238,알사탕 ㅣ 그림책이 참 좋아 39  ,백희나 (지은이) , 책읽는곰 , 2017년 3월,"12,000원 → 10,800원 (10%할인)"
239,채소 마스터 클래스  ,"백지혜 (지은이), 정멜멜 (사진) ", 세미콜론 , 2022년 2월,"23,000원 → 20,700원 (10%할인)"
240,ETS 토익 정기시험 기출문제집 1000 Vol. 2 Reading (리딩) ㅣ ETS 토익 정기시험 기출문제집  ,ETS (엮은이) , (주)YBM(와이비엠) , 2019년 12월,"17,800원 → 16,020원 (10%할인)"
241,채사장의 지대넓얕 2 : 자본이라는 신 ㅣ 생각을 넓혀 주는 어린이 교양 도서  ,"채사장, 마케마케 (지은이), 정용환 (그림) ", 돌핀북 , 2022년 1월,"14,000원 → 12,600원 (10%할인)"
242,도파민네이션 ,"애나 렘키 (지은이), 김두완 (옮긴이) ", 흐름출판 , 2022년 3월,"18,000원 → 16,200원 (10%할인)"
243,만추 여관 2 ,박영 (지은이) , 영컴(YOUNG COM) , 2022년 4월,"10,000원 → 9,000원 (10%할인)"
244,아몬드 (반양장) ㅣ 창비청소년문학 78 ,손원평 (지은이) , 창비 , 2017년 3월,"10,000원 → 9,000원 (10%할인)"
245,아홉 살 마음 사전 ㅣ 아홉 살 사전  ,"박성우 (지은이), 김효은 (그림) ", 창비 , 2017년 3월,"11,000원 → 9,900원 (10%할인)"
246,3월의 라이온 16  ,"우미노 치카 (지은이), 서현아 (옮긴이) ", 시리얼(학산문화사) , 2022년 4월,"8,000원 → 7,200원 (10%할인)"
247,마음버스 ㅣ 바람 그림책 122 ,"김유 (지은이), 소복이 (그림) ", 천개의바람 , 2022년 3월,"13,000원 → 11,700원 (10%할인)"
248,시점의 힘 ㅣ 내 글이 작품이 되는 법  ,"샌드라 거스 (지은이), 지여울 (옮긴이) ", 윌북 , 2022년 4월,"13,800원 → 12,420원 (10%할인)"
249,2022 문동균 한국사 실전 봉투 모의고사 ,문동균 (지은이) , 에스티유니타스 , 2022년 4월,"8,500원 → 7,650원 (10%할인)"
